Student Contributor Name,Address,Zip Code,Price Sold,Date Sold,Number of Bedrooms,Number of Bathrooms (add 0.5 for a half bath),Year Built,Squared Feet,Lot size (in sqft),Number of Parking Spots
Jameson Zink,"Woods of Magnolia Trace, Cincinnati, OH",45245,439000,11/14/2023,2,2,2023,1987,NA,2
Catherine Ngothi,"6012 Red Tail Ln #5, Cincinnati, OH",45247,522375,11/9/2023,4,3,2023,3034,"15,246",2
Nikhita Veluri,"8303 Tidewater Ct, Cincinnati, OH",45255,545000,11/21/2023,4,3.5,2023,1778,7187,2
Stewart Shumrick,7182 Glenvalley Dr #8 ,45230,558650,11/24/2023,4,3,2023,2569,9408,2
Stewart Shumrick,7066 Valleycrest Dr #21,45230,560000,12/11/2023,4,3,2023,2744,6721,2
Robin Verdon,"4718 Ward St, Cincinnati, OH",45227,605000,12/28/2023,4,4,2023,3032,7318,2
Catherine Ngothi,"2885 Buckridge Dr, Cincinnati, OH",45233,713633,11/8/2023,4,5,2023,2811,"11,761",2
Kijung Lee,"1752 Vicki Ln, Lebanon, OH",45036,780000,12/29/2023,3,4,2023,NA,71003,3
Hunter Jessee,"3458 Ault View Ave, Cincinnati, OH",45208,1240000,12/8/2023,5,5,2023,3000,4791,2
Nikhil Sai Kumar Runku,"10 Grandin Ln, Cincinnati, OH",45208,3650000,10/12/2021,5,6,8374,8374,126324,3
Dominic DiSalvo,"12109 Birchgrove Ct, Cincinnati, OH",45251,228000,12/15/2023,3,2,21975,"1,484","8,494",2
Ranjay Bose,"38 Clinton Springs Ave,Cincinnati,OH",45217,35000,1/8/2024,N/A,N/A,N/A,N/A,0.34,N/A
Anil Palazzo,"3787 Prestwick Cir, Cincinnati, OH",45245,499893,1/5/2024,3,2,N/A,"2,123","9,448",2
Jadyn Bauss,"3787 Prestwick Cir, Cincinnati, OH",45245,499893,1/5/2024,3,2,N/A,"2,123","9,448",2
Adapa Veda Supraja,"4350 Motivation, Cincinnati, OH",45245,280000,12/9/2023,3,3,NA,1651,NA,2
Zachary Durst,"106 River Heights Dr, New Richmond, OH",45157,294900,12/18/2023,3,2,NA,1498,9626,2
Zachary Durst,"119 River Heights Dr, New Richmond, OH",45157,299900,10/30/2023,4,2.5,NA,NA,11325.6,2
Zachary Durst,"129 Ashburn Way, New Richmond",45157,320900,12/27/2023,3,2,NA,1498,7021,2
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"3674 Heritage Farm Ln, Batavia, OH",45103,459900,1/3/2024,4,3,NA,1961,10062,3
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"3675 Heritage Farm Ln, Batavia, OH",45103,464900,12/28/2023,5,4,NA,3062,10062,3
Manan Sharma,"11907 Abbeytown Dr #67, Cincinnati, OH",45251,535000,1/19/2023,4,4,NA,2542,10084,3
Nikhita Veluri,"6908 Roe St, Cincinnati, OH",45202,550000,11/16/2023,4,3,NA,2800,4399,2
Manan Sharma,"8528 Noelle Dr, Cincinnati, OH",45251,580000,10/13/2023,3,4,NA,2935,9060,2
Manan Sharma,"5921 Squirrelsnest Ln, Cincinnati, OH",45252,585000,10/3/2023,3,4,NA,NA,NA,NA
Manan Sharma,"Greenpine Dr, Cincinnati, OH",45231,683100,3/27/2023,NA,NA,NA,NA,13939,NA
Sai Shivani Aahwanika Maddi Lakshmi,"3908 Edwards Rd #6, Cincinnati, OH",45209,795419,11/9/2023,3,4,NA,NA,NA,2
Sai Shivani Aahwanika Maddi Lakshmi,"3353 Everson Ave, Cincinnati, OH",45209,800000,3/24/2023,3,3,NA,"3,000","6,403",2
Kijung Lee,"4911 Laurel Ave, Blue Ash, OH",45242,809875,1/8/2024,4,3,NA,2619,8407,2
Kijung Lee,"5681 Melbury Ct, Mason, OH",45040,1272500,12/27/2023,5,5,NA,4731,20473,3
William Treutel,"5001 Kellogg Ave, Cincinnati, OH",45230,500,11/1/2023,,,,,,
Archana Basnett,"8559 Sunlight Dr, Cincinnati, OH",45231,95100,11/15/2023,3,2,,925,"6,795",1
William Treutel,"4834 Wintron Ridge Ln, Cincinnati, OH",45232,150000,12/15/2023,2,1,,1460,,1
Archana Basnett,"5334 Ward St, Cincinnati, OH",45227,210000,11/15/2023,3,2,,1300,"4,181",
Archana Basnett,"520 Tafel St, Cincinnati, OH",45225,225000,11/15/2023,3,3,,956,"2,787",1
Nishit Raj,"1325 Beacon St, Anderson Twp, OH",45230,255000,11/9/2023,3,2,,,12196,2
William Treutel,"4348 Motivation Path, Cincinnati OH",45245,299000,12/5/2023,3,3,,,2708,2
Nishit Raj,"5014 Garden Grove Ln, Cincinnati, OH",45238,319900,11/3/2023,2,2,,1325,51400,2
Ajay Mahato,"3787 Prestwick Cir, Cincinnati, OH",45245,499893,1/25/2024,3,2,,2123,9448,2
Dominic DiSalvo,"5921 Squirrelsnest Ln, Cincinnati, OH",45252,585000,10/3/2023,3,3.5,,,,
Nishit Raj,"2885 Buckridge Dr, Cincinnati, OH",45233,713633,11/8/2023,4,5,,2811,12076,2
William Treutel,"2885 Buckridge, Cincinnati, OH",45233,713633,11/8/2023,4,5,,2811,11761,2
Shivani Pilli,3416 Brookline Ave,45220,980000,10/6/2023,5,5,,7262,8145,6
